,battery_power,clock_speed,dual_sim,four_g,px_height,px_width,ram,talk_time,three_g,touch_screen,wifi,price_range,bluetooth,front_camera,memory,mobile_depth,mobile_weight,number_of_cores,camera_pixels,screen_height,screen_width
643,920,0.5,0,0.0,1058,1421,2608,2.0,0,0.0,1,1.0,1,2.0,46.0,0.8,149,3,3.0,6,0.0
644,1715,1.9,0,1.0,79,1652,514,13.0,1,0.0,0,0.0,0,,3.0,0.1,171,5,6.0,7,4.0
645,1841,1.3,1,0.0,593,672,2304,18.0,0,N/A,1,1.0,1,6.0,14.0,0.6,167,8,8.0,7,1.0
646,543,,1,1.0,693,1031,933,5.0,1,,0,0.0,1,4.0,60.0,0.7,132,5,7.0,14,0.0
647,1762,2.7,1,1.0,300,527,1896,20.0,1,1.0,1,0.0,1,13.0,@,0.9,189,1,14.0,14,10.0
648,1112,0.5,1,0.0,234,739,3655,20.0,1,1.0,0,1.0,1,,53.0,0.6,121,4,,7,3.0
649,709,2.0,1,,1545,1596,1973,16.0,0,1.0,1,0.0,1,0.0,35.0,0.1,136,1,0.0,12,9.0
650,1315,2.6,0,0.0,59,575,3278,13.0,0,0.0,0,1.0,1,7.0,64.0,0.8,128,7,,6,3.0
651,1762,2.5,0,1.0,1103,1364,2183,11.0,1,1.0,0,1.0,1,10.0,15.0,0.3,107,8,11.0,8,3.0
652,1462,1.7,1,0.0,91,1478,824,13.0,1,0.0,1,0.0,1,1.0,25.0,0.2,182,7,18.0,15,5.0
653,571,1.6,1,0.0,177,1282,2598,,1,1.0,0,0.0,0,8.0,35.0,_,186,7,20.0,13,5.0
654,666,0.5,1,1.0,58,1353,1254,9.0,1,,1,0.0,1,7.0,54.0,0.4,81,3,13.0,15,
655,1994,1.5,1,1.0,447,1435,3622,20.0,1,0.0,1,1.0,0,2.0,7.0,0.5,146,8,7.0,7,0.0
656,1583,2.1,1,0.0,942,1651,1704,2.0,1,,1,1.0,1,11.0,14.0,0.7,148,7,16.0,17,13.0
657,1778,1.4,1,1.0,88,516,1624,9.0,1,,0,0.0,0,3.0,45.0,1.0,132,4,17.0,15,13.0
658,1926,1.1,0,1.0,371,1000,3809,17.0,1,1.0,0,1.0,1,13.0,50.0,0.2,179,6,17.0,17,12.0
659,966,0.6,0,1.0,1446,1754,2574,5.0,1,0.0,1,1.0,1,9.0,50.0,0.2,117,4,10.0,10,1.0
660,568,??,0,0.0,181,1703,950,9.0,1,0.0,0,0.0,0,1.0,36.0,0.3,179,3,4.0,17,9.0
661,1897,3.0,0,1.0,1311,1935,273,3.0,1,,1,0.0,0,1.0,21.0,0.5,192,8,2.0,17,6.0
662,1695,0.5,1,1.0,1791,1898,446,15.0,1,1.0,1,0.0,0,6.0,,0.7,200,3,9.0,16,13.0
663,1623,,0,1.0,1568,1832,1510,17.0,1,1.0,0,1.0,1,6.0,61.0,0.9,120,7,,12,
664,914,0.5,0,1.0,706,721,1122,2.0,1,1.0,1,0.0,1,0.0,26.0,0.7,147,4,0.0,12,9.0
665,1721,0.5,1,1.0,871,1048,707,5.0,1,1.0,1,0.0,1,4.0,33.0,0.5,128,4,5.0,19,2.0
666,890,2.2,1,0.0,1074,1873,751,3.0,0,0.0,0,0.0,1,4.0,44.0,0.5,198,8,13.0,7,_
667,600,0.5,0,,501,1465,3393,8.0,1,,0,1.0,0,1.0,48.0,0.8,191,3,7.0,12,7.0
668,1677,1.8,1,,271,1477,3771,12.0,1,0.0,0,1.0,0,4.0,11.0,0.7,124,6,8.0,15,6.0
669,723,0.5,0,1.0,920,1748,1851,16.0,1,0.0,0,0.0,0,0.0,3.0,0.2,168,4,3.0,15,3.0
670,638,1.7,1,0.0,1171,1383,2735,9.0,1,1.0,0,,0,11.0,27.0,0.5,102,4,17.0,7,2.0
671,852,1.0,1,1.0,293,1159,2253,7.0,1,1.0,0,0.0,0,4.0,62.0,N/A,104,7,13.0,17,4.0
672,1979,1.6,1,0.0,833,1630,452,14.0,0,1.0,0,0.0,1,_,32.0,0.2,165,7,1.0,13,6.0
673,710,0.5,0,0.0,485,857,1419,N/A,0,1.0,0,0.0,1,,32.0,0.8,151,5,9.0,12,11.0
674,1034,2.6,1,1.0,182,1293,969,7.0,1,0.0,0,0.0,0,2.0,45.0,0.3,190,3,4.0,15,1.0
675,600,2.5,1,1.0,207,1162,3441,5.0,1,0.0,0,1.0,0,_,22.0,0.1,145,1,11.0,19,1.0
676,1027,0.5,0,1.0,1698,1747,3786,12.0,1,0.0,0,1.0,0,2.0,64.0,0.9,103,2,7.0,17,12.0
677,1260,0.6,0,1.0,165,736,2710,8.0,1,1.0,0,1.0,0,5.0,13.0,1.0,106,6,6.0,13,1.0
678,1793,1.8,1,0.0,1086,1418,3533,15.0,1,1.0,1,1.0,0,10.0,12.0,0.5,169,6,17.0,16,14.0
679,675,2.3,0,0.0,192,757,1735,,1,0.0,1,0.0,0,10.0,60.0,0.9,144,5,15.0,7,0.0
680,658,2.7,0,1.0,1156,1750,3587,20.0,1,0.0,0,1.0,1,0.0,12.0,0.9,103,7,3.0,14,11.0
681,1694,0.6,0,1.0,377,549,2298,2.0,1,,0,1.0,1,0.0,34.0,0.3,102,7,7.0,17,5.0
682,804,0.8,1,1.0,709,818,2027,11.0,1,0.0,0,0.0,1,12.0,41.0,0.9,89,1,13.0,11,??
683,1713,2.5,1,0.0,729,974,2406,20.0,1,0.0,1,1.0,0,1.0,27.0,0.9,127,7,3.0,13,10.0
684,706,0.5,0,1.0,543,938,2419,4.0,1,0.0,1,0.0,0,13.0,31.0,0.1,108,3,,8,7.0
685,1362,0.5,0,0.0,553,1505,995,18.0,0,1.0,1,0.0,0,3.0,,0.8,131,7,9.0,7,6.0
686,1527,2.7,0,1.0,526,1116,2078,11.0,1,1.0,1,_,0,10.0,60.0,0.1,154,5,14.0,5,3.0
687,768,0.5,1,??,637,991,1145,7.0,0,0.0,1,0.0,0,,19.0,0.9,159,2,1.0,19,
688,1314,2.9,1,1.0,113,577,626,4.0,1,1.0,1,0.0,0,8.0,41.0,0.1,155,4,,10,4.0
689,705,,0,1.0,1114,1374,1509,18.0,1,1.0,1,0.0,1,5.0,57.0,0.9,155,6,9.0,15,11.0
690,1403,2.7,0,1.0,461,1251,3371,9.0,1,0.0,1,1.0,0,2.0,26.0,0.1,164,5,3.0,13,9.0
691,1486,2.6,0,0.0,1430,1747,297,15.0,0,1.0,0,0.0,0,7.0,52.0,0.1,85,4,15.0,13,1.0
692,781,1.1,0,0.0,304,1674,3508,5.0,0,0.0,1,1.0,0,2.0,38.0,0.4,198,5,7.0,13,8.0
693,986,@,0,1.0,471,800,2385,19.0,1,0.0,0,0.0,1,1.0,23.0,0.8,183,8,3.0,16,9.0
694,1310,1.4,0,0.0,806,1016,1301,19.0,0,0.0,1,0.0,0,0.0,,0.4,105,1,14.0,13,12.0
695,560,#,1,1.0,80,1327,2167,7.0,1,0.0,1,0.0,1,6.0,,N/A,81,3,12.0,11,10.0
696,1348,1.3,0,0.0,204,501,3914,8.0,1,0.0,1,1.0,0,0.0,,0.4,116,5,6.0,10,3.0
697,1567,0.5,1,0.0,545,1621,2312,18.0,1,0.0,0,1.0,0,_,22.0,,119,6,6.0,9,1.0
698,1940,0.9,1,0.0,112,858,2297,8.0,0,,0,1.0,1,4.0,#,0.7,93,5,,14,6.0
699,1979,2.9,1,1.0,1331,1532,411,2.0,1,1.0,1,0.0,1,0.0,19.0,1.0,176,3,9.0,8,2.0
700,561,2.1,1,1.0,1055,1294,665,4.0,1,1.0,0,0.0,1,7.0,2.0,0.1,193,3,13.0,10,0.0
701,1717,1.3,0,0.0,609,810,3226,5.0,0,1.0,0,1.0,1,1.0,62.0,0.7,130,1,3.0,6,4.0
702,535,1.5,0,1.0,290,811,740,18.0,1,1.0,0,0.0,0,@,48.0,0.7,113,1,4.0,11,
703,1413,0.5,1,1.0,1039,1318,3878,4.0,1,0.0,0,1.0,0,4.0,39.0,0.1,185,5,12.0,19,16.0
704,1358,2.5,1,0.0,1485,1655,3406,11.0,0,0.0,1,1.0,0,0.0,20.0,0.6,135,7,0.0,5,1.0
705,1519,2.9,0,0.0,1122,1702,2440,10.0,1,1.0,1,1.0,0,2.0,,0.7,112,7,8.0,9,5.0
706,1254,1.2,1,0.0,462,1013,3959,17.0,1,,0,1.0,0,2.0,50.0,0.7,108,5,6.0,10,4.0
707,1591,2.2,0,1.0,1384,1883,3703,20.0,1,1.0,0,1.0,1,,49.0,0.4,154,6,7.0,17,6.0
708,977,2.8,1,0.0,1502,1862,3714,10.0,0,1.0,1,1.0,1,#,35.0,0.6,165,2,15.0,19,3.0
709,1640,0.7,0,1.0,589,1301,337,5.0,1,1.0,0,0.0,1,10.0,21.0,,169,7,14.0,16,3.0
710,663,0.8,1,0.0,82,1605,3176,2.0,1,0.0,1,,0,0.0,25.0,0.6,183,2,1.0,6,2.0
711,1744,1.0,0,1.0,68,718,1205,14.0,1,0.0,0,0.0,1,1.0,20.0,0.5,112,8,??,18,7.0
712,1624,1.6,1,0.0,689,699,2473,2.0,1,0.0,0,1.0,0,8.0,28.0,0.4,150,2,10.0,16,11.0
713,1108,1.3,1,1.0,208,1742,1229,4.0,1,1.0,0,0.0,1,14.0,2.0,0.3,169,7,20.0,5,3.0
714,1188,1.4,1,,1339,1558,2896,16.0,1,0.0,1,1.0,1,0.0,9.0,,114,2,0.0,12,11.0
715,817,1.3,0,0.0,722,766,2039,19.0,0,1.0,0,0.0,0,0.0,11.0,0.5,144,3,11.0,11,6.0
716,863,1.6,1,1.0,717,1799,520,18.0,1,0.0,1,0.0,0,5.0,6.0,??,133,4,13.0,10,2.0
717,1397,2.4,1,1.0,433,1658,1378,,1,1.0,1,0.0,0,5.0,3.0,0.2,121,3,#,18,15.0
718,1108,1.0,0,0.0,1298,1666,3254,16.0,1,0.0,0,1.0,0,3.0,49.0,0.7,140,5,12.0,12,0.0
719,1068,2.0,1,N/A,186,1998,1803,7.0,1,_,0,0.0,0,1.0,37.0,,184,7,13.0,5,4.0
720,1702,2.3,0,1.0,1397,1491,2501,4.0,1,0.0,0,1.0,1,12.0,52.0,0.5,145,2,15.0,16,12.0
721,808,0.5,1,0.0,618,1891,3762,12.0,1,0.0,1,1.0,0,0.0,8.0,0.1,192,4,1.0,15,9.0
722,1156,0.5,0,0.0,1214,1262,1796,13.0,0,1.0,1,0.0,0,6.0,61.0,0.1,89,7,_,16,6.0
723,1271,0.5,1,0.0,613,650,990,6.0,0,1.0,1,0.0,0,2.0,54.0,0.1,159,8,3.0,14,
724,696,0.5,0,0.0,649,907,2630,9.0,0,0.0,1,0.0,0,@,51.0,0.3,197,3,8.0,18,8.0
725,1981,1.9,1,0.0,193,1234,1380,13.0,0,1.0,0,0.0,1,13.0,,0.3,175,6,18.0,10,1.0
726,614,1.7,1,1.0,22,519,3487,,1,1.0,1,1.0,0,0.0,58.0,0.2,128,7,2.0,15,6.0
727,1590,0.6,1,0.0,1464,1595,1201,18.0,1,1.0,1,0.0,0,0.0,7.0,0.3,122,3,17.0,12,3.0
728,1945,1.6,0,0.0,280,895,3015,15.0,0,,0,1.0,0,4.0,21.0,0.7,113,3,10.0,6,1.0
729,1135,2.8,1,0.0,690,1589,3204,6.0,1,0.0,0,1.0,1,9.0,,0.4,158,1,11.0,18,13.0
730,1049,0.6,1,1.0,39,1564,433,6.0,1,0.0,0,0.0,0,8.0,2.0,0.3,172,6,10.0,10,7.0
731,1807,2.1,0,0.0,337,1384,1906,13.0,0,??,1,1.0,1,2.0,49.0,0.8,125,1,10.0,17,13.0
732,984,0.5,0,,1036,1611,898,13.0,1,1.0,0,0.0,1,13.0,42.0,0.8,98,7,17.0,16,8.0
733,720,1.4,1,1.0,1347,1733,2799,15.0,1,0.0,1,1.0,1,0.0,61.0,0.6,96,7,8.0,5,3.0
734,1536,0.8,0,0.0,22,1634,2020,16.0,1,1.0,0,1.0,0,12.0,13.0,0.3,105,7,20.0,6,0.0
735,771,0.5,0,@,327,922,770,20.0,0,1.0,0,0.0,1,3.0,25.0,1.0,86,4,6.0,12,1.0
736,503,2.5,0,0.0,778,1291,305,16.0,0,0.0,1,,0,3.0,57.0,0.6,185,6,11.0,11,8.0
737,675,2.4,0,0.0,482,874,2953,13.0,1,1.0,0,1.0,0,1.0,42.0,0.6,187,7,2.0,9,#
738,1936,1.9,1,1.0,591,1089,1671,9.0,1,0.0,1,0.0,1,13.0,34.0,0.2,182,7,14.0,6,1.0
739,1303,1.0,1,1.0,229,1604,2574,14.0,1,1.0,1,1.0,0,0.0,15.0,0.1,138,3,10.0,12,4.0
740,1004,2.9,1,0.0,901,1162,3772,,0,1.0,1,1.0,1,0.0,35.0,0.2,141,6,9.0,17,8.0
741,1972,1.2,1,0.0,715,1648,2870,17.0,0,0.0,0,1.0,0,0.0,37.0,0.7,102,2,1.0,16,0.0
742,1822,1.2,0,0.0,172,910,2577,8.0,1,1.0,0,1.0,0,0.0,8.0,0.2,195,6,0.0,9,5.0
743,1159,2.8,0,1.0,681,723,2246,3.0,1,1.0,0,0.0,1,,,0.5,83,1,7.0,8,1.0
744,1782,2.8,1,1.0,867,999,2405,16.0,1,0.0,1,1.0,1,6.0,58.0,0.8,157,1,13.0,15,0.0
745,894,2.1,1,0.0,286,1300,3377,6.0,1,,1,1.0,0,16.0,16.0,0.7,168,8,20.0,5,
746,1884,2.1,1,1.0,451,819,3619,,1,N/A,1,1.0,0,7.0,43.0,0.8,185,1,,14,8.0
747,1648,0.5,0,1.0,1119,1238,1184,2.0,1,0.0,1,0.0,1,1.0,17.0,0.9,142,2,3.0,6,2.0
748,798,2.4,0,0.0,526,643,2965,,1,1.0,0,,0,5.0,4.0,0.2,96,3,_,15,7.0
749,802,2.4,1,0.0,1299,1633,3713,8.0,0,0.0,0,1.0,1,1.0,45.0,,157,3,9.0,8,3.0
750,1276,2.9,1,0.0,217,735,3798,8.0,1,1.0,1,1.0,1,2.0,53.0,0.3,130,2,3.0,19,10.0
751,1331,1.6,0,0.0,1109,1226,1026,20.0,1,0.0,1,0.0,1,0.0,16.0,0.5,165,2,7.0,13,5.0
752,1620,2.6,1,0.0,434,1339,1086,13.0,1,0.0,0,0.0,0,6.0,5.0,0.9,186,6,18.0,18,14.0
753,1996,2.5,0,1.0,671,1445,2236,N/A,1,0.0,1,1.0,0,5.0,51.0,0.4,122,4,9.0,8,7.0
754,1092,2.7,1,0.0,1404,1424,1303,20.0,0,1.0,1,0.0,0,8.0,45.0,0.8,185,1,10.0,12,3.0
755,1018,0.7,1,0.0,856,883,3048,2.0,0,0.0,1,1.0,1,_,63.0,0.1,155,5,18.0,10,3.0
756,545,,0,1.0,381,1452,616,19.0,1,1.0,1,0.0,0,0.0,11.0,0.3,131,3,1.0,15,6.0
757,554,1.3,0,,85,806,3764,,0,1.0,1,1.0,1,0.0,#,0.1,105,6,10.0,10,7.0
758,1264,2.9,1,1.0,562,849,419,3.0,1,1.0,1,,0,,34.0,0.2,171,3,3.0,7,4.0
759,1030,1.6,1,1.0,1111,1812,2858,18.0,1,1.0,1,,0,3.0,#,0.2,138,6,20.0,6,2.0
760,1432,1.7,1,1.0,209,947,504,,1,N/A,0,0.0,1,6.0,,0.3,164,4,18.0,14,
761,558,2.8,0,1.0,997,1605,392,8.0,1,1.0,1,0.0,1,1.0,49.0,0.8,142,5,4.0,10,5.0
762,829,,0,0.0,91,1916,820,11.0,1,0.0,1,0.0,0,0.0,56.0,0.6,129,7,1.0,12,6.0
763,1741,1.8,0,0.0,730,1895,3387,3.0,1,0.0,0,1.0,1,0.0,14.0,#,143,8,0.0,11,3.0
764,1849,2.3,0,1.0,606,1123,3447,19.0,1,0.0,1,1.0,1,7.0,15.0,0.4,144,5,19.0,14,11.0
765,733,2.1,0,1.0,445,1409,1403,2.0,1,1.0,0,0.0,0,5.0,7.0,0.2,174,7,,15,8.0
766,1872,0.9,1,0.0,286,1484,2295,16.0,0,0.0,1,1.0,1,0.0,16.0,0.5,80,2,2.0,15,
767,1853,0.5,1,0.0,985,1005,1973,8.0,1,0.0,1,1.0,0,1.0,27.0,0.3,197,6,13.0,10,2.0
768,1149,2.2,0,0.0,1617,1675,3755,8.0,1,0.0,0,1.0,1,4.0,30.0,,106,6,5.0,17,14.0
769,891,0.5,1,1.0,375,1724,2073,10.0,1,0.0,1,0.0,0,9.0,25.0,0.3,196,2,19.0,7,1.0
770,1911,2.0,0,1.0,1795,1958,3872,11.0,1,,0,1.0,1,7.0,64.0,0.6,163,8,8.0,9,8.0
771,550,0.5,0,1.0,486,1930,302,8.0,1,0.0,0,0.0,1,16.0,23.0,,145,2,17.0,18,5.0
772,576,N/A,0,1.0,757,1518,1519,8.0,1,0.0,1,0.0,0,0.0,,0.1,121,2,4.0,18,6.0
773,1760,1.9,0,1.0,273,1704,2549,4.0,1,1.0,0,1.0,0,1.0,50.0,0.8,198,1,2.0,10,8.0
774,969,2.4,0,0.0,491,589,404,19.0,1,0.0,1,0.0,0,0.0,45.0,0.3,124,7,0.0,18,5.0
775,1160,1.1,0,1.0,762,859,595,15.0,1,0.0,1,0.0,0,1.0,63.0,0.7,166,3,2.0,18,4.0
776,827,1.1,1,1.0,448,821,1663,17.0,1,1.0,1,0.0,0,2.0,18.0,0.9,160,2,16.0,14,0.0
777,1786,,0,1.0,231,1671,2764,7.0,1,1.0,1,1.0,0,,58.0,0.7,161,7,10.0,9,
778,774,0.6,1,1.0,1713,1865,2614,14.0,1,,1,1.0,1,2.0,8.0,0.4,136,1,4.0,7,0.0
779,819,2.5,1,1.0,438,822,1094,15.0,1,0.0,0,0.0,1,,11.0,0.2,83,8,1.0,10,5.0
780,1042,2.2,0,1.0,68,1018,2826,2.0,1,0.0,0,1.0,0,15.0,11.0,0.6,139,5,16.0,18,0.0
781,1368,3.0,1,0.0,698,829,2496,5.0,0,1.0,1,1.0,0,10.0,50.0,0.2,97,7,18.0,13,6.0
782,1592,,0,1.0,510,522,2103,7.0,1,0.0,0,0.0,0,6.0,50.0,0.1,181,2,17.0,19,8.0
783,1067,1.8,1,0.0,965,1009,966,13.0,0,0.0,1,0.0,0,11.0,14.0,0.2,146,1,15.0,5,0.0
784,1892,0.7,0,0.0,1399,1564,2172,3.0,1,1.0,1,1.0,1,5.0,47.0,0.4,110,4,#,17,14.0
785,915,1.1,0,0.0,532,1448,905,12.0,0,1.0,0,0.0,0,6.0,56.0,0.6,187,8,17.0,19,10.0
786,774,2.8,0,1.0,8,896,3916,12.0,1,1.0,0,1.0,1,7.0,55.0,0.9,124,3,18.0,8,1.0
787,1848,1.4,1,1.0,154,605,3902,3.0,1,0.0,1,1.0,1,2.0,42.0,0.7,179,2,10.0,11,9.0
788,1501,1.1,0,1.0,198,1056,2487,16.0,1,1.0,1,1.0,0,12.0,2.0,0.2,187,1,15.0,13,12.0
789,1614,1.9,0,1.0,860,1330,3914,13.0,1,0.0,0,,0,8.0,55.0,0.3,188,3,17.0,17,13.0
790,911,2.9,0,@,461,670,363,17.0,0,1.0,0,0.0,1,0.0,46.0,0.1,181,5,1.0,9,5.0
791,1520,0.5,0,1.0,109,1909,3233,4.0,1,@,1,1.0,0,,24.0,0.7,199,5,8.0,13,3.0
792,1647,1.4,1,1.0,193,1185,2532,15.0,1,0.0,1,1.0,0,@,38.0,0.3,102,6,15.0,16,14.0
793,1347,0.9,1,1.0,961,1008,3836,14.0,1,0.0,1,1.0,0,8.0,53.0,0.8,108,6,,15,3.0
794,967,1.6,0,0.0,243,1642,3076,18.0,0,1.0,1,1.0,1,4.0,25.0,0.6,92,8,9.0,7,4.0
795,1442,2.2,0,1.0,1626,1668,1513,7.0,1,1.0,0,1.0,0,,,0.7,145,5,3.0,11,8.0
796,1204,2.6,0,,480,1482,1724,19.0,1,0.0,0,0.0,1,0.0,10.0,0.3,199,7,3.0,11,2.0
797,1320,2.1,1,1.0,123,1229,542,14.0,1,1.0,0,0.0,0,0.0,41.0,0.6,144,7,2.0,11,1.0
798,1800,0.7,0,1.0,400,823,3481,8.0,1,0.0,1,1.0,1,2.0,8.0,0.4,100,7,6.0,10,8.0
799,1567,2.1,1,0.0,190,1326,3991,10.0,1,0.0,0,1.0,0,3.0,22.0,0.8,153,3,19.0,15,2.0
800,1439,0.9,0,1.0,626,932,1790,15.0,1,0.0,1,0.0,0,12.0,20.0,,147,1,17.0,19,12.0
801,1422,1.0,0,0.0,1,926,509,#,1,@,1,0.0,0,15.0,3.0,0.1,112,1,17.0,19,1.0
802,1591,2.2,1,1.0,548,1641,282,14.0,1,1.0,1,0.0,1,4.0,52.0,1.0,161,3,16.0,10,9.0
803,880,1.7,0,0.0,632,660,3006,3.0,1,0.0,0,1.0,0,2.0,6.0,0.6,198,4,19.0,6,
804,1929,0.5,1,@,349,1051,1913,6.0,1,1.0,0,0.0,1,0.0,19.0,1.0,163,6,2.0,12,7.0
805,1642,1.6,1,0.0,1686,1889,1333,2.0,0,0.0,1,1.0,1,0.0,5.0,0.4,102,5,2.0,18,0.0
806,1511,2.5,1,0.0,1455,1982,3746,5.0,1,0.0,0,1.0,0,3.0,21.0,0.2,114,3,18.0,10,0.0
807,1312,1.3,0,1.0,95,893,3941,13.0,1,1.0,1,1.0,0,5.0,10.0,0.6,163,2,9.0,6,2.0
808,1852,,0,,580,1163,3970,11.0,1,0.0,1,1.0,0,4.0,10.0,,196,1,18.0,13,_
809,972,1.3,0,0.0,297,589,3925,7.0,0,1.0,0,1.0,1,8.0,44.0,,82,7,,7,#
810,691,2.7,1,1.0,951,962,424,15.0,1,1.0,1,0.0,1,_,33.0,0.9,108,4,8.0,5,3.0
811,807,0.5,0,0.0,667,697,1284,2.0,0,??,1,,0,9.0,8.0,0.3,158,5,20.0,17,13.0
812,1113,0.6,1,0.0,1047,1312,277,12.0,1,0.0,1,0.0,0,0.0,25.0,0.3,145,1,10.0,11,
813,721,1.3,1,0.0,408,1862,1713,4.0,0,1.0,1,0.0,1,10.0,16.0,??,125,1,18.0,10,3.0
814,1188,1.5,1,0.0,1150,1469,485,7.0,0,1.0,0,0.0,1,0.0,54.0,0.3,198,6,2.0,12,7.0
815,1512,0.5,0,0.0,333,952,3002,7.0,0,0.0,1,1.0,1,1.0,52.0,0.1,131,1,14.0,6,5.0
816,805,0.7,0,0.0,641,704,418,17.0,0,1.0,1,0.0,1,0.0,64.0,0.1,97,4,14.0,11,6.0
817,918,0.9,1,0.0,653,671,1652,14.0,1,1.0,0,0.0,0,1.0,8.0,0.1,123,7,5.0,17,4.0
818,1320,0.5,1,0.0,103,1583,2893,9.0,0,,1,1.0,0,7.0,48.0,0.2,168,5,16.0,8,5.0
819,1236,0.9,1,1.0,517,809,1406,20.0,1,0.0,1,0.0,0,2.0,57.0,0.1,188,1,14.0,14,12.0
820,1387,@,0,1.0,785,1151,629,11.0,1,1.0,0,0.0,0,0.0,61.0,0.5,98,3,0.0,5,3.0
821,1883,2.7,1,1.0,531,791,3724,,1,1.0,1,1.0,1,6.0,30.0,0.5,95,2,10.0,16,15.0
822,839,2.0,1,0.0,564,1391,3835,,1,0.0,0,1.0,0,0.0,14.0,0.4,175,7,3.0,15,8.0
823,1593,1.0,0,??,761,1336,1354,13.0,1,1.0,1,0.0,1,0.0,52.0,0.7,130,8,0.0,15,13.0
824,1722,1.0,0,0.0,1179,1638,2376,19.0,0,0.0,1,1.0,1,7.0,25.0,0.8,88,6,19.0,5,1.0
825,1954,0.6,1,,673,690,3438,13.0,1,0.0,0,,0,8.0,7.0,0.9,126,3,9.0,17,12.0
826,1788,0.5,1,,472,1073,2655,4.0,1,#,1,1.0,1,15.0,2.0,0.3,150,6,20.0,12,2.0
827,1628,0.5,0,1.0,412,643,3361,13.0,1,0.0,0,1.0,0,5.0,33.0,0.9,101,6,,16,10.0
828,1965,0.5,0,1.0,977,1660,3535,16.0,1,1.0,1,1.0,0,6.0,4.0,,84,7,9.0,17,0.0
829,833,2.2,0,0.0,359,1395,2150,7.0,0,1.0,1,,1,4.0,27.0,0.9,124,1,6.0,9,5.0
830,571,0.6,0,1.0,224,783,2587,18.0,1,0.0,0,0.0,0,1.0,43.0,0.5,141,3,8.0,7,5.0
831,1808,0.5,1,0.0,714,1208,2736,8.0,0,0.0,1,1.0,1,1.0,31.0,0.5,92,2,16.0,9,1.0
832,1860,0.5,1,1.0,195,799,676,4.0,1,0.0,1,0.0,0,2.0,55.0,0.7,83,6,,15,0.0
833,1368,1.6,1,0.0,843,1145,2941,17.0,0,1.0,0,1.0,1,4.0,9.0,0.1,115,7,7.0,13,12.0
834,1161,1.3,1,,308,1169,3336,14.0,1,0.0,1,_,0,0.0,21.0,0.6,126,8,12.0,6,4.0
835,1224,1.6,0,0.0,522,563,3796,,1,_,0,1.0,1,9.0,33.0,,157,1,18.0,10,5.0
836,902,0.6,1,0.0,364,1360,3654,15.0,0,1.0,1,1.0,1,0.0,63.0,0.7,122,5,14.0,18,8.0
837,787,,0,0.0,806,1423,2934,14.0,1,,1,1.0,1,15.0,11.0,0.6,93,1,16.0,8,6.0
838,854,0.5,0,??,518,1152,2889,11.0,0,0.0,1,1.0,0,2.0,30.0,0.5,125,8,5.0,5,
839,1184,1.5,1,1.0,519,1577,3315,14.0,1,1.0,1,1.0,0,1.0,48.0,0.6,191,1,6.0,17,7.0
840,1973,1.6,1,1.0,792,1181,1993,5.0,1,0.0,0,1.0,0,5.0,39.0,0.8,152,4,6.0,9,0.0
841,510,1.7,1,0.0,382,1228,2509,11.0,0,1.0,1,0.0,0,3.0,35.0,0.8,120,3,_,17,@
842,966,2.0,0,1.0,214,1523,3534,11.0,1,1.0,1,1.0,0,8.0,34.0,0.5,118,2,10.0,18,17.0
843,1438,1.8,0,0.0,859,867,2246,15.0,0,0.0,0,1.0,1,3.0,16.0,0.6,169,8,7.0,14,11.0
844,1986,??,0,0.0,342,774,3165,13.0,1,0.0,0,1.0,0,7.0,51.0,0.4,95,3,9.0,5,0.0
845,1907,2.0,0,0.0,713,1513,286,17.0,1,0.0,1,0.0,0,13.0,55.0,0.9,105,7,15.0,14,4.0
846,1489,2.4,1,0.0,172,812,776,8.0,0,0.0,0,0.0,0,8.0,32.0,0.6,200,1,16.0,7,6.0
847,1843,1.8,1,1.0,118,580,3213,15.0,1,1.0,0,1.0,1,#,_,0.7,134,6,18.0,15,14.0
848,825,1.5,0,0.0,540,783,716,14.0,0,1.0,0,0.0,1,11.0,38.0,0.4,94,3,18.0,11,4.0
849,1286,2.3,0,1.0,18,662,424,4.0,1,1.0,0,0.0,1,10.0,16.0,0.1,98,2,@,10,5.0
850,840,??,0,1.0,987,1081,3486,18.0,1,1.0,0,1.0,0,0.0,N/A,0.8,137,7,19.0,12,8.0
851,757,2.3,1,1.0,535,697,3237,9.0,1,0.0,1,1.0,0,,58.0,0.2,163,4,7.0,19,
852,814,1.1,1,0.0,1092,1406,1944,12.0,1,0.0,0,0.0,1,N/A,41.0,0.8,177,2,10.0,16,N/A
853,1195,1.1,1,1.0,327,1001,643,19.0,1,0.0,0,0.0,1,2.0,8.0,0.9,80,6,6.0,14,2.0
854,767,,0,1.0,517,1995,2317,12.0,1,1.0,1,1.0,0,7.0,10.0,0.5,107,4,12.0,6,0.0
855,1068,1.3,0,1.0,994,1500,1436,15.0,1,0.0,0,0.0,0,6.0,52.0,,97,8,7.0,16,1.0
856,994,2.8,1,0.0,491,530,3190,@,1,1.0,1,1.0,1,0.0,56.0,0.5,173,3,3.0,5,2.0
857,1550,2.5,0,0.0,268,832,2338,15.0,0,1.0,0,1.0,1,6.0,21.0,0.8,133,2,11.0,16,1.0
858,1878,0.5,0,0.0,210,1026,1334,2.0,0,0.0,0,0.0,1,9.0,29.0,0.6,85,8,19.0,18,7.0
